row_id,customer_message,expected_intent,predicted_intent,intent_confidence,retrieval_score,escalation_decision,escalation_reason,historical_response,draft_reply
57,@115821 my wife’s account is locked and she can’t contact anyone for help. Is there a phone number she can call?,account_issue,account_issue,0.17742888475977756,0.4623818217872558,ESCALATE,Human review recommended for sensitive account_issue case.,"@780044 You can call us directly here:
866-216-1072   ^BA","I understand that you are having trouble with your Amazon account. Please follow the appropriate sign-in or account recovery steps.

Similar Amazon support guidance: You can call us directly here: 866-216-1072

Human review is recommended before sending a final response because this case may involve account, payment, or refund information."
58,@AmazonHelp Intact même après avoir marché dessus 😅 Pas de soucis de ce côté.,other,other,0.10648316217731105,0.4255966901244478,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@383095 Merci et bonne journée :) 
^SA","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
59,@AmazonHelp boa tarde. voces auxiliam em entrega que será feita pelos Correios?,shipping_information,other,0.10648316217731105,0.29548592383169514,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@436278 Gracias por la información, Carlos. ¿El producto era vendido y enviado por Amazon o por un vendedor externo? ^LG","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
60,"@AmazonHelp はい！
ご丁寧にありがとうございます！",other,other,0.10648316217731105,1.0,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@379745 とんでもないことでございます。どうぞよろしくお願いいたします。TN,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: とんでもないことでございます。どうぞよろしくお願いいたします。TN"
61,"@AmazonHelp Je vais les contacter tout de suite, merci de votre aide 😀😀",other,other,0.10648316217731105,0.5768490311536943,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@337709 Je vous en prie, tenez-nous informé. ^BR","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: Je vous en prie, tenez-nous informé."
62,@115850 tum logo se kucha nahi ho skta 28 sep ko order place kiya aur aaj 7 oct hai tumhaare bas ki nahi,missing_delivery,cancellation,0.21335607638834392,0.4076195615433933,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@190898 it to be personal information. Our Twitter page is visible to the public. 3/3 ^AP,"I can help with your order cancellation request. Please provide the relevant order details so the request can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
63,@AmazonHelp It's like this since 3rd Oct. No updates. https://t.co/bVasEBAobs,delivery_tracking,missing_delivery,0.10839873333892701,0.46592087801837684,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@294369 Sorry about the delay. Kindly drop in your details here: https://t.co/7EUg8sdHyg and we'll work on it. ^NS,"I understand that your order has not arrived as expected. Please check the latest delivery status and estimated delivery date in your Amazon order details.

Similar Amazon support guidance: Sorry about the delay. Kindly drop in your details here: and we'll work on it."
64,@AmazonHelp There was no reason for the order to not be delivered.  Do not contact me further in this matter.,missing_delivery,missing_delivery,0.10054315986707588,0.4795530764305399,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@314209 We strive to improve and your feedback helps us do so! When you get a chance, please leave your feedback here: https://t.co/wHykmB7lUW ^BA","I understand that your order has not arrived as expected. Please check the latest delivery status and estimated delivery date in your Amazon order details.

Similar Amazon support guidance: We strive to improve and your feedback helps us do so! When you get a chance, please leave your feedback here:"
65,@116875 Mejor preocupen por entregar lo del buen fin.... seguro que con el pretexto del Black Friday se tardarán aún más con mi pedido. Ya una semana y nada de nada.,missing_delivery,other,0.10648316217731105,0.4050675801494562,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@143202 ¡Hola, Jesus! ¿Cuál es la fecha de entrega estimada indicada en el correo de confirmación del pedido?^DS","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
66,@AmazonHelp リプライありがとうございます。コミネのネオプレーンハンドルウォーマーを購入したところ左右一組ではなく左が二つのものが届いてしまいました。開封してから気付いてしまったのですが返品、交換したいのですがこの場合どうすればよいでしょうか？,return_refund,other,0.10648316217731105,1.0,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@672077 Amazonプライム特典をご活用いただけるとのこと、誠にありがとうございます。　はい、より一層皆様にご満足いただけるサービスを提供できるよう、頑張ってまります。　今後とも、当サイトをどうぞよろしくお願いいたします。　ＳＭ,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: Amazonプライム特典をご活用いただけるとのこと、誠にありがとうございます。 はい、より一層皆様にご満足いただけるサービスを提供できるよう、頑張ってまります。 今後とも、当サイトをどうぞよろしくお願いいたします。 ＳＭ"
67,"@115821 I really want to buy the Echo. But sending me a mail every week, to say faintly that it is not being shipped to Belgium, does not make me happy. https://t.co/yLtKNkN58a",shipping_information,other,0.10352275960222516,0.42815089682177127,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@628300 I understand your concern. Please get in touch with our support team here:https://t.co/HQhpS2qeEd. ^MN,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
68,@115850 Why don’t you have all the color options? 🤔 https://t.co/yNEUPpdgRM,shipping_information,shipping_information,0.13644210869602075,0.5804682146606188,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@203264 We're unable to access your account via Twitter. Please reach out to us using the link ^VS provided above.  ^KP,"I can help with shipping information. Please check the estimated delivery date and tracking details associated with your order.

Similar Amazon support guidance: We're unable to access your account via Twitter. Please reach out to us using the link provided above."
69,"@AmazonHelp Thurs, I ordered stuff from 3 different retailers. 1 item has arrived and 1 dispatched yesterday. @115830 still in warehouse!!",delivery_tracking,order_issue,0.14101766870531032,0.43841963273915807,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@467050 Sometimes an unforeseen circumstance will cause a short delay in delivery. Most orders are delivered the next day. ^EM,"I understand that there is an issue with your order or the item you received. Please provide the relevant order details so the issue can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
70,Trying to go through my Kindle books online on @115821 and every few minutes a FULL PAGE AD for that echo thing takes over. I HATE THAT,device_product,device_product,0.1285899138685344,0.45571366552663317,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@738379 Hi! We do not have the requested information currently. Stay tuned! ^YP,"I understand that you are having an issue with an Amazon device or product. Please provide the product details and describe the issue so it can be reviewed.

Similar Amazon support guidance: Hi! We do not have the requested information currently. Stay tuned!"
71,"@AmazonHelp Some of the ""X-Ray Lyrics"" that accompany songs in the app are incorrect. When I spot these, is there a way for me to suggest changes?",other,delivery_tracking,0.1216160979332619,0.3964480879860949,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@124168 We'd be glad to assist with this, Rich! Without posting personal account information, tell us more about this. ^FR","I can help you check the latest tracking information for your Amazon order. Please check the tracking details in your order or provide the relevant order information.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
72,@AmazonHelp @AmazonHelp u have d habbit of missing everything,other,missing_delivery,0.1308852188570572,1.0,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@187798 The item may need more time for processing before shipping. If you link us to it, we're more than happy to look at it. ^DW","I understand that your order has not arrived as expected. Please check the latest delivery status and estimated delivery date in your Amazon order details.

Similar Amazon support guidance: The item may need more time for processing before shipping. If you link us to it, we're more than happy to look at it."
73,"@115850, your service is the worst, even after taking prime service , making pre-payment along with extra payment for on-time deliver, you only deliver the product when you want !!! You affected my deliverables...",missing_delivery,delivery_tracking,0.11930057563400151,0.35637550999440076,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@208005 Apologies for the delay in pick up. Please share your details here: https://t.co/GIJyeYqKE0. We'll fix this for you. ^SB,"I can help you check the latest tracking information for your Amazon order. Please check the tracking details in your order or provide the relevant order information.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
74,"@AmazonHelp Today, and it got here today but I ordered it, with Prime, on Monday",delivery_tracking,prime_video,0.10700381763815699,0.5018583391143564,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@363787 We're sorry you haven't received your items yet! Have we missed the delivery date for this order: https://t.co/Y5jpI9gRhE? ^WM,"I understand that you are having trouble with Prime Video. Please check the app, device and account settings. If the issue continues, Amazon Support can help investigate it.

Similar Amazon support guidance: We're sorry you haven't received your items yet! Have we missed the delivery date for this order:"
75,@AmazonHelp So basically my Samsung battery would've exploded on my face if I hadn't checked and I bought that battery just 4 months ago,device_product,delivery_tracking,0.12193880771491791,0.31186776074779043,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@665261 That's great to hear! Do you use other Prime benefits like Prime Video too? ^JJ,"I can help you check the latest tracking information for your Amazon order. Please check the tracking details in your order or provide the relevant order information.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
76,"@116875 y no son las paqueterias por que he pedido particulares y no he tenido ningún problema, siempre es @116875",other,other,0.10648316217731105,0.32268396788245635,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@261765 Comprendo. Por favor, entra en contacto directamente con nuestro Servicio al Cliente, para que verifiquen lo ocurrido: https://t.co/beR78zMMYB ^CR","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
77,I think I'm done ordering games from @115821 almost ever time I do it comes in damaged or UPS will lose my package like they just did with my #XenobladeChronicles2. I'm so pissed off I was really looking forward to this game after work...,missing_delivery,missing_delivery,0.12838499280796178,0.3780155569326299,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@269375 We will continue to add new content. Keep checking https://t.co/FYM9PIZOR8 where we highlight the latest movies and TV shows we have available. Kindly stay tuned. ^HS,"I understand that your order has not arrived as expected. Please check the latest delivery status and estimated delivery date in your Amazon order details.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
78,"Pues aquí no ha llegao ni Peter. Otro gran servicio del binomio @116928 - @4496. Ah, y lleva en reparto desde las 10 de la mañana. 12 horas para recorrer 16km. Flipas.",delivery_tracking,other,0.10648316217731105,0.3790848459223261,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@733103 @132703 ¿podrían ayudarnos con esta entrega? Gracias. Cesar, si no recibes respuestas, avisanos. ^DA","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
79,"@AmazonHelp ""Livraison prévue aujourd'hui avant 20h                                          
  Estimation initiale : jeu. 23 nov. """,delivery_tracking,other,0.10648316217731105,0.7152807335861816,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@139832 Je suis sincèrement désolée pour le désagrément causé par cela. Avez-vous signalé cet incident à notre service client s'il vous plait ? ^SB,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: Je suis sincèrement désolée pour le désagrément causé par cela. Avez-vous signalé cet incident à notre service client s'il vous plait ?"
80,Come on @115830 not a happy customer!! Ordered lime green car mats and received these this morning! I've sent a msg to the seller!! 😡😡grrr https://t.co/TZmrCSvO0P,order_issue,order_issue,0.1369720675719645,0.33045390972440325,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@724464 Thanks for the shout-out, Heather! It's really appreciated!! 😍 ^LB","I understand that there is an issue with your order or the item you received. Please provide the relevant order details so the issue can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
81,"@AmazonHelp ""With the local courier"" they stop delivering in less than 10 minutes :(",shipping_information,order_issue,0.12234731147427404,0.4591114975253415,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@128889 Orders can still be delivered up to 21:00. If not delivered by then, please call or chat here: https://t.co/JzP7hlA23B ^MH","I understand that there is an issue with your order or the item you received. Please provide the relevant order details so the issue can be reviewed.

Similar Amazon support guidance: Orders can still be delivered up to 21:00. If not delivered by then, please call or chat here:"
82,@AmazonHelp Nothing is there in the link can please let me know when this product will be deliver,shipping_information,delivery_tracking,0.11975434902103764,0.5858374267049349,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@307770 I've checked and can confirm we haven't received your details. Kindly fill your details again. ^SH,"I can help you check the latest tracking information for your Amazon order. Please check the tracking details in your order or provide the relevant order information.

Similar Amazon support guidance: I've checked and can confirm we haven't received your details. Kindly fill your details again."
83,@AmazonHelp 了解いたしました。,other,other,0.10648316217731105,0.0,ESCALATE,No sufficiently similar historical resolution was found.,@115770 カスタマーサービスにてお問い合わせ済みとのことで、お手数をおかけいたしました。リプライいただきありがとうございました。ET,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
84,@115830 @AmazonHelp yeah so why do I have to pay for a return for when I cancelled my pre order that you still sent me :/,return_refund,other,0.1337916255087879,0.5128229233379424,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@215706 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: Please report this to our support team here: and we'll look into this. 2/2"
85,@AmazonHelp Tara 😂 grande fan dei vostri pacchi,other,other,0.10648316217731105,0.6284317143114433,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@233015 Capisco, non aveva le ali, era più sobrio 😜^BC","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: Capisco, non aveva le ali, era più sobrio 😜"
86,@AmazonHelp Thanks! :),other,other,0.24565370674481254,1.0,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@351805 Of course! We're still here if you need us! 😊 ^KJ,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: Of course! We're still here if you need us! 😊"
87,@115850 How many times do I have to suffer although I continue to buy from amazon? 2 items not delivered (later cancelled) due to wrong choice of transportation and 1 item not reverse picked although pickup promised 10 days back.Order# 403-7565104-7889934,return_refund,return_refund,0.1287102493184101,0.26677594751690914,ESCALATE,Human review recommended for sensitive return_refund case.,"@354494 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2)^SU","I understand that you need help with a return or refund. Please check the return or refund status in your Amazon order details.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent.

Human review is recommended before sending a final response because this case may involve account, payment, or refund information."
88,@115821 and Daily Market are infinitely useless thank you so much,other,shipping_information,0.1553357551364041,0.4602045009075201,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@120467 As informed earlier, we will forward your request. However, I request you to wait for it. (2/2)^HR","I can help with shipping information. Please check the estimated delivery date and tracking details associated with your order.

Similar Amazon support guidance: As informed earlier, we will forward your request. However, I request you to wait for it. (2/2)"
89,@115850 ORDER # 402-9253917-5913966 - This order has NOT been delivered to me yet. Please check and fulfil the order delivery.,missing_delivery,missing_delivery,0.12581236590793524,0.5315515841616876,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@517156 Please contact us here https://t.co/00q4Sqj9zL we will certainly help you with this. (2/3) ^MD,"I understand that your order has not arrived as expected. Please check the latest delivery status and estimated delivery date in your Amazon order details.

Similar Amazon support guidance: Please contact us here we will certainly help you with this. (2/3)"
90,.@115830 Please can you tell me how to stop the charge each month for amazon prime when I don't want it or use it? It's getting tedious now!,other,delivery_tracking,0.11505544052033373,0.4075955052356893,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@653282 We would be happy to verify this via phone or chat. Please feel free to reach out here: https://t.co/hApLpMlfHN ^BG,"I can help you check the latest tracking information for your Amazon order. Please check the tracking details in your order or provide the relevant order information.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
91,@AmazonHelp Il y a moyen vous echangez Watch Dogs 2 par BF1 sur le pack ps4 pro edition black friday ?,order_issue,other,0.10076989926476644,0.36572494939889416,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@146150 Bonjour,
En principe cela n'est pas possible. Avez-vous un souci avec la livraison de votre colis?
^MD","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
92,"てかアマゾンプライムまじですごいな
アニメなんでも観れる",other,other,0.10648316217731105,0.0,ESCALATE,No sufficiently similar historical resolution was found.,@115770 カスタマーサービスにてお問い合わせ済みとのことで、お手数をおかけいたしました。リプライいただきありがとうございました。ET,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
93,"@115830 Pre-ordered item in June, not delivered on date of publication, parcel received today, with no contents (empty envelope), and now told item will not be able to be delivered until 28th Dec.  The the hell is going on.",order_issue,order_issue,0.1449231532110949,0.29909080909472563,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@338251 I am afraid the resolution provided to you by our team is the best we can offer. We'll not be able to assist you further. ^RS,"I understand that there is an issue with your order or the item you received. Please provide the relevant order details so the issue can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
94,Amazon Barいきたいな,other,device_product,0.13557625960877492,1.0,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@306308 アマゾンです。ご迷惑をおかけしております。商品に問題はございませんでしたか。よろしければ、交換(可能な場合)またはご返品を承ります。お手続き方法はこちらをご参照くださいませ。https://t.co/M5TniGqVCZ ET,"I understand that you are having an issue with an Amazon device or product. Please provide the product details and describe the issue so it can be reviewed.

Similar Amazon support guidance: アマゾンです。ご迷惑をおかけしております。商品に問題はございませんでしたか。よろしければ、交換(可能な場合)またはご返品を承ります。お手続き方法はこちらをご参照くださいませ。 ET"
95,"@AmazonHelp are you kidding me, i have already done that 3 times now, they have blocked me. they dont want to answer i think",other,other,0.13834765572090102,0.3821588368133308,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@225137 I'm sorry for the frustration! Who is the carrier for this delivery? You can check here: https://t.co/Y5jpI9gRhE  ^NN,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
96,Dear @AmazonHelp are you my ex? No? So why are you telling me you're late? https://t.co/TKGZ0UZpmY,delivery_tracking,shipping_information,0.14673346770005993,0.5304167974977517,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@630058 We'd like to look into this with you. When you have a moment, please contact us here: https://t.co/EKXRLsnxJu ^AC","I can help with shipping information. Please check the estimated delivery date and tracking details associated with your order.

Similar Amazon support guidance: We'd like to look into this with you. When you have a moment, please contact us here:"
97,j’ai passé une commande d’un miroir lumineux chez @120533 et surprise quand je recois mon colis tout est cassé et bah merci!!! Meme AliExpress ne m’ont jamais envoyé une catastrophe pareille. Je ne commanderai plus 🤬 @AmazonHelp,order_issue,other,0.10648316217731105,0.31036289523519917,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@753784 Bonjour, désolée pour cela, quelle est la date de livraison qui vous a été indiqué lors de la validation de commande SVP? ^KE","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
98,@AmazonHelp Last night,other,other,0.10648316217731105,1.0,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@337944 We'd like to take a look into this with you. When you get a moment, please contact us via phone or chat:  https://t.co/hApLpMlfHN Thanks! ^SW","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: We'd like to take a look into this with you. When you get a moment, please contact us via phone or chat: Thanks!"
99,@AmazonHelp But that only caused a password change but still the account is locked :(,account_issue,account_issue,0.17592982967383228,0.5132757519549012,ESCALATE,Human review recommended for sensitive account_issue case.,@341636 You can reach out to us without signing in to your account here: https://t.co/6tDjE2YMok ^WJ,"I understand that you are having trouble with your Amazon account. Please follow the appropriate sign-in or account recovery steps.

Similar Amazon support guidance: You can reach out to us without signing in to your account here:

Human review is recommended before sending a final response because this case may involve account, payment, or refund information."
100,"@AmazonHelp a priori tout est OK et en bon état, après vous n'y etes pour rien, c'est plutot la poste qui merde pour changer",shipping_information,other,0.10648316217731105,0.31591816045220145,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@389945 Bonjour, je suis désolée d'apprendre cela. Pouvez-vous m'expliquer davantage la situation rencontrée s'il vous plait ? ^SB","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
101,@AmazonHelp Danke für Nachfrage.,other,other,0.10648316217731105,0.6009676430635468,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@406478 Sehr gerne :) ^AN,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: Sehr gerne :)"
102,@115828 I'm just waiting for you guys to ship Ultra Moon. Order page said it would be yesterday but it still hasn't shipped.,delivery_tracking,other,0.13639393594670107,0.3803902342561206,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@727549 It isn't uncommon for packages to ship and arrive within the same day. Please keep us posted! ^MW,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
103,@AmazonHelp Just whining into the void. Didn't expect the void to reply. :) Only a minor shipping delay. Will contact support if it doesn't arrive. Thx!,shipping_information,shipping_information,0.14240663724770047,0.2779066033144263,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@117798 We'd love to take a further look into these delivery issues in real-time, via phone or chat, here: https://t.co/hApLpMlfHN ^FD","I can help with shipping information. Please check the estimated delivery date and tracking details associated with your order.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
104,@AmazonHelp I just did but they are still not in my library,device_product,missing_delivery,0.11897419393810331,0.7908801208222422,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@164555 What options were we able to review with you when you contacted us? ^WM,"I understand that your order has not arrived as expected. Please check the latest delivery status and estimated delivery date in your Amazon order details.

Similar Amazon support guidance: What options were we able to review with you when you contacted us?"
105,"@AmazonHelp for first time amazon failed to satisfy me! My items should be delivery within 5-8 days, now 7 days you didn’t even ship them!!!",missing_delivery,other,0.12660592064104392,0.4070832182660683,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@333362 Hmm. Have you been able to reach us via phone or chat? If not, please do so here: https://t.co/hApLpMlfHN. ^AL","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
106,@115830 Received this today + look how damaged it is. No damage to external packaging so was packaged up and willing sent to us like this😐 https://t.co/dQHjpjtGmH,order_issue,order_issue,0.11318420174490464,0.37670296055900926,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@218229 We'd like to take a closer look into this for you. Please reach out to us by phone at this link: https://t.co/JzP7hlA23B ^VS,"I understand that there is an issue with your order or the item you received. Please provide the relevant order details so the issue can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
107,@AmazonHelp The seller is yourselves!!,other,order_issue,0.15103987181405285,1.0,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@478415 For items sold by a seller you can file an a-z claim here: https://t.co/H4hM23SiSI ^RS,"I understand that there is an issue with your order or the item you received. Please provide the relevant order details so the issue can be reviewed.

Similar Amazon support guidance: For items sold by a seller you can file an a-z claim here:"
108,@AmazonHelp Expérience client désastreuse. Compte suspendu sans motif. Expérience inoubliable,account_issue,other,0.10648316217731105,0.37101807031088163,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@263841 Bonsoir, désolée pour cela, avez-vous reçu un émail avec la raison ou la démarche à suivre afin de débloquer votre compte je vous prie ? 
^KE","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
109,@AmazonHelp I have done this right away this is a message I get every time but no call let's wait for another 24. Hours and then will take my actions https://t.co/UujKMEEcCD,other,return_refund,0.12488952380273907,0.4341128387522529,ESCALATE,Human review recommended for sensitive return_refund case.,@139232 Once we receive the details from our customers we reach out within 6 hours to 12 hours. I've checked and we've received your details please allow us some time and we'll get back to you. ^KA,"I understand that you need help with a return or refund. Please check the return or refund status in your Amazon order details.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent.

Human review is recommended before sending a final response because this case may involve account, payment, or refund information."
110,@AmazonHelp Ben pas de nouvelles encore,other,other,0.10648316217731105,0.6410654924079084,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@171222 Bonjour, le département concerné a bien été avisé par mon collègue, merci de votre patience. ^SA","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: Bonjour, le département concerné a bien été avisé par mon collègue, merci de votre patience."
111,The level of hate I have for @AmazonHelp @115821 grows with each incorrect delivery. Learn to read a map. 😡,order_issue,order_issue,0.10257781234408897,0.3918424706574298,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@375524 I'm sorry, do you need assistance? We're here to help in any way we can. Please don't post e-mail or order #. ^AM","I understand that there is an issue with your order or the item you received. Please provide the relevant order details so the issue can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
112,@115850 what's happened to your after sales service?! I've been struggling to return a product for 4 days straight now. #Frustrated,return_refund,return_refund,0.15348965153388203,0.3904783533361529,ESCALATE,Human review recommended for sensitive return_refund case.,@791910 Sure thing! You can find the Online Returns Centre here: https://t.co/uPEGRnrkgT ^TR,"I understand that you need help with a return or refund. Please check the return or refund status in your Amazon order details.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent.

Human review is recommended before sending a final response because this case may involve account, payment, or refund information."
113,@116875 Este servicio “cash” aplica en México si quiero comprar un producto de Amazon USA?,payment_billing,device_product,0.13557625960877492,0.3223303193243231,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@222545 Por la imagen que nos envías parece que el artículo estará disponible a partir del 06 de Diciembre, pero te recomiendo verificar si después de esa fecha puedes realizar la compra o bien buscar modelos similares como estos: https://t.co/bNq1yO1dC9. ^MZ","I understand that you are having an issue with an Amazon device or product. Please provide the product details and describe the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
114,@AmazonHelp This was the message from Amazon on my number,account_issue,delivery_tracking,0.11705038690108492,0.47698943778972885,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@206023 provide your account details as we consider them to be personal information. Our Twitter page is visible to public. 2/2^SB,"I can help you check the latest tracking information for your Amazon order. Please check the tracking details in your order or provide the relevant order information.

Similar Amazon support guidance: provide your account details as we consider them to be personal information. Our Twitter page is visible to public. 2/2"
